PlayerCard1,PlayerCard2,DealerHand,PlayerChoices,Win,Lost,Push,Total,WinPercentage,GroupID
A,8,7,stay,201,30,18,249,80.72,963
A,8,8,stay,154,30,35,219,70.32,964
A,8,9,hit,38,34,6,78,48.72,965
A,8,A,stay,77,119,34,230,33.48,966
A,9,10,stay,480,97,305,882,54.42,967
A,9,2,stay,173,31,39,243,71.19,968
A,9,3,stay,161,36,37,234,68.8,969
A,9,4,stay,180,30,27,237,75.95,970
A,9,5,stay,191,27,22,240,79.58,971
A,9,6,stay,190,26,23,239,79.5,972
A,9,7,stay,181,15,18,214,84.58,973
A,9,8,stay,190,16,17,223,85.2,974
A,9,9,stay,167,9,31,207,80.68,975
A,9,A,stay,111,79,27,217,51.15,976
A,A,2,double,64,50,8,122,52.46,977
A,A,3,double,75,57,10,142,52.82,978
A,A,4,double,87,65,11,163,53.37,979
A,A,5,double,83,59,9,151,54.97,980
A,A,6,double,78,66,8,152,51.32,981
A,A,7,double,84,61,10,155,54.19,982
A,A,8,double,80,58,7,145,55.17,983
A,A,9,double,66,79,7,152,43.42,984
A,A,9,hit,34,39,4,77,44.16,985
A,A,A,hit,17,39,7,63,26.98,986
